dataset,id,question
xsum,xsum_36,"Summarize this article:
It is believed to be the first alleged breach of the Terrorism Prevention and Investigation Measures (TPim).
The suspect appeared at the Old Bailey accused of failing to contact a monitoring company and report to a police station twice in January.
The Home Office has refused to comment on the case.
TPims replaced control orders in January 2012.
The suspect - who can only be referred to as BM - was one of nine British citizens subject to a TPim when the figures were last disclosed in March.
The BBC is not aware of anyone else who has appeared in court charged with a breach of a TPim.
The Home Office said: ""We do not comment on individual cases.  The police investigate all breaches of TPims and will prosecute where that is viable.""
Those subject to a TPim can be ordered to stay overnight at a specified address and report to a police station every day.
Other measures include a ban on contacting particular individuals, going to certain areas and places and travelling abroad.
Labour has argued that TPims have ""weakened"" public protection against terrorism.
In March, the independent reviewer of terror laws, David Anderson, said TPims could prove less effective than control orders because they can be imposed for a maximum period of two years only.
The court heard that BM is charged with two counts of breaching Section 23 of a TPim order.
The allegations are that on 16 January he failed to contact a monitoring company, and on 27 January failed to report to a police station.
BM, who has a grey beard and was dressed for the hearing in a white shirt, cannot be named nor have his address published for legal reasons.
The prosecutor Louise Gray asked for a provisional date of 2 July to be set for a plea and case management hearing.
The defendant was granted unconditional bail although he remains subject to the restrictions imposed by his TPim.
A trial date was not set."
xsum,xsum_37,"Summarize this article:
The 33-year-old takes over the role from Charlotte Burton, whom he assisted last season alongside his coaching commitments at Brighton College.
Seamer Anyon took 199 wickets in 63 first-class appearances for Sussex between 2010 and 2014 and retired last year because of a knee injury.
He will also coach the women's under-19 and under-21 sides.
""This is a great opportunity to continue working with Sussex,"" he said.
""The women's game is fast-growing and I am looking forward to bringing my own experiences from professional cricket and using them to help the girls.""
Alexia Walker, Sussex's most-capped women's player and coach of the under-17 side, will take on roles with the senior, under-21 and under-19 sides."
xsum,xsum_38,"Summarize this article:
The 23-year-old younger brother of Sunderland's Wes Brown, had been on trial with the Shakers.
Brown has also had spells at Bradford, Doncaster, Oldham, Coventry, Ipswich, Watford and Carlisle, making over 50 appearances in the Football League.
He is available for Bury's League One season opener as they travel to Doncaster on Saturday.
Find all the latest football transfers on our dedicated page."
xsum,xsum_39,"Summarize this article:
But the latest Cinderella is bucking the trend - and seemingly appealing to audiences as a result.
Directed by Sir Kenneth Branagh, Cinderella is a live-action version of Disney's classic 1950 animation that has taken $70m (Â£43.1m) on its opening weekend in the United States.
Yet this adaptation is completely faithful to the traditional story - including wicked stepmother, fairy godmother, glass slipper, handsome prince and happy ending.
British actress Lily James, best known as Lady Rose from ITV's Downton Abbey, stars as Cinderella. Cate Blanchett plays the stepmother and Helena Bonham Carter is the fairy godmother.
""Keeping it classic is the twist,"" says Branagh, who started his directing career in 1989 with his adaptation of Shakespeare's Henry V.
""I always felt that it's better to do a modern version of a story using the historical perspective, than say, make a story of Cinderella in Brooklyn in 2015.
""I find that when you try and update Shakespeare to a contemporary setting too, you always pay a price.
""In this case, the original material of Cinderella is far richer than my ideas, so it seems to me that it's my job to make it simple. Just let the fairytale speak, because it affects us in a more complicated way than we think.
""Audiences have already come up to me saying the film is about patchwork families, about child bereavement, about the politics between women these days. Fairytales are a psychological brain-worm that need to be left alone to do their work.""
Helena Bonham Carter says that at first she was dubious ""as to whether a straight version would work"".
""I think it's a really good film, but it could so easily have been bad. I was saying: 'So you're really going to do a completely straight version of Cinderella? No gimmicks, no extra frills, no 3D?'
""It's very classic, but they know me, and they allowed me not to be that straight in my own role.""
Just as audiences seem to have taken to the film, critics such as the Guardian's Guy Lodge comment that ""while it might have been nice to see the new-model Cinderella follow Frozen's progressive, quasi-feminist lead, the film's naff, preserved-in-amber romanticism is its very charm"".
But James disagrees that this Cinderella is an old-fashioned heroine, pointing out that at the start of Disney's 1950 classic, Cinderella ""is staring out of the window dreaming of the prince and waiting for him to rescue her"".
""This Cinderella doesn't do that at all. I think we make it very clear that everything she does is her choice - even deciding to stay on at her parents' house with such wicked treatment from her stepmother.
""She is told by her dying mother to 'have courage and be kind' and this is the film's, and Cinderella's, backbone.""
This is the first major leading role for Surrey-born James. ""Not even a big TV series like Downton could prepare me for this fuss,"" she says.
""I am getting slightly carried away. I keep seeing giant posters of me all over the place in a big blue dress and people shouting my name.
""I'm trying to enjoy the magic actually - this is the fairytale aspect of it for me, personally. It's quite something that so many little girls are going to think I'm Cinderella.""
James has dismissed speculation that her waist had been digitally altered to make it smaller as ""irrelevant"", claiming that fans were interested in Cinderella because of her ""morals"".
Cate Blanchett agrees that the core of the film is ""kindness"", adding that it is ""an unusual quality these days. There's not a cynical bone in this film's body and that's its strength.
""There is cruelty and jealousy in the movie too, but too often we don't value kindness. In today's world you think someone who is kind is a doormat, and the fact this triumphs is really heart-warming.""
Branagh, who previously directed Marvel's Thor, describes kindness ""as its own super-power. It is a dark world and children do need to understand they need courage and resilience to get through it.
""People often compare the story of Shakespeare's King Lear in relation to Cinderella. There is a resemblance there - a father making a tragic error and three daughters; great cruelty and great kindness.
""This film is all about the difficult but simple choice to be good and kind. Whether you're dealing with Shakespeare or the great fairy stories, they are all great big metaphors for human nature.
""And regardless of what happens to this film version, I believe this is why the tale of Cinderella will keep enduring.""
Cinderella is out in the UK on 27 March."
xsum,xsum_40,"Summarize this article:
But one nation, Russia, was missing.
For the first time in Eurovision history, the host nation barred another country's singer.
That is because in 2015, in violation of Ukrainian border rules, Russia's Julia Samoilova performed in Crimea, the Ukrainian peninsula annexed by Russia a year earlier.
Samoilova suffers from a neural muscular disorder and has used a wheelchair since childhood.
""When the rumours began I might not go, I was so sad,"" she told the BBC in Moscow. ""I thought, how come? This was my dream. When the final decision was taken I didn't believe it. But unfortunately, this is the reality.""
""I think it's a stupid reaction,"" Russian MP Vitaly Milonov tells me. ""They're even afraid of such a small girl to enter Kiev.""
Even before Ukraine's ban, Mr Milonov had called for a Russian boycott of Eurovision: ""Eurovision became a disgusting socialist nightmare for all these left-wing parties with all their bearded women, or men, with these anti-Christian positions.
""I am sure that most conservatives in the world will never attend this festival. Because this is a festival of Sodom and Gomorrah.""
It is supposed to be a festival of peace and friendship but there is not much sign of either in relations between Kiev and Moscow.
In eastern Ukraine, 10,000 people have been killed in three years of war: a war in which Russia is directly involved through its military support for separatist rebels. Crimea remains a source of tension and Eurovision is the latest battleground.
""Since 2014, we've had a law in Ukraine that punishes people who illegally cross our border when they visit Crimea,"" says Ukrainian MP Olha Chervakova.
""Did Russia know this? Of course. Did Russia know that Julia Samoilova would fall foul of this law? Of course. In other words, entering her in the contest was a conscious provocation to create a huge political scandal.""
The ban created a huge headache for Eurovision organisers, the European Broadcasting Union (EBU).
Eurovision's Executive Supervisor Jon Ola Sand said in March that Ukraine's decision went ""against both the spirit of the contest and the notion of inclusivity that lies at the heart of its values"".
In an unprecedented move, the EBU offered Russia the chance to take part by satellite from Moscow.
Russia declined: after the dramas of last year's Eurovision, Moscow was in no mood to compromise.
Ukraine's 2016 winning entry, 1944, sung by Jamala, was about Joseph Stalin's deportation of Crimea's Tatar population.
Russia had argued that Jamala's song broke contest rules for being of a political nature. When it won, Moscow cried foul and said there was politics at play. Now Russia seems determined to make not only Ukraine look bad, but the entire Eurovision Song Contest.
When strangers are coming, they come to your house, they kill you and say 'we're not guilty'
Recently, two Russian pranksters - posing as Ukraine's prime minister and his assistant - released online a telephone conversation they had recorded with a woman they claimed was EBU Director General Ingrid Deltenre.
If this is the voice of the EBU's top official, it is hugely embarrassing for the EBU, because the woman on the recording makes an astonishing admission about Ukraine's winning song: ""I was just too late made aware of the song.
""If I would have been earlier, and I think it was on purpose, I would have not allowed the song to participate, to be very transparent.""
In a statement, the EBU said it would ""not comment on prank calls"".
But these are high-profile Russian pranksters, who once fooled Elton John into thinking he was talking to Russian President Vladimir Putin.
""Now our people don't trust Eurovision any more,"" one of the pranksters, Alexei, told me. ""People understand that any country can use their political goals to win, so it's not a fair contest anymore.""
Perhaps this is not just about a song contest? Or Russia's relations with Ukraine?
Equating Eurovision with Sodom and Gomorrah and embarrassing the EBU appear part of a wider pattern of Russia trying to undermine Western institutions and Western liberal ideas.
""Russia now defines itself in its social and societal model against the West,"" believes Jan Techau of the Richard Holbrooke Forum at the American Academy in Berlin. ""The Kremlin explicitly portrays Russian society as a counter model to the corrupted West. They seem now to buy completely into the idea that whatever harms the West is good for Russia: a classic zero-sum game.""
In the run-up to this year's contest, singer Jamala warned that ""we should expect more provocations [from Russia] because our victory hurt them a lot.""
Security in Kiev is tight ahead of the first semi-final.
As for Julia Samoilova, instead of singing at Eurovision this week, she will be performing - once again - in Crimea. Another political message from Moscow, to Kiev and to Europe."
xsum,xsum_41,"Summarize this article:
Alex McKechnie, then 16, was in the crowd for that first show and went on to be a regular at the club:
""I saw The Beatles a few times in the north end of Liverpool and was working in Liverpool city centre as a messenger boy in a printing works when I heard that they were on at the Cavern in a lunchtime session.
""The Cavern was in the basement of a three or four storey warehouse. The public went down one flight of stone stairs and then there were three long arches.
""At the end of one of the long arches was a little tiny stage. That's where the Beatles performed 292 times.
""I remember it being very highly charged with excitement. The music sounded even more exciting [than the previous gigs] because The Cavern was this little squashed space so the music sounded a bit louder, a bit more exciting and a bit more vital. About 20 to 30 people were there.
""The Beatles were the complete package - they didn't just have a great singer, they had two great singers. They always did harmonies right from the very first time I saw them.
""They could probably only afford two microphones, and so when one was doing the lead singing the other two were facing each other on the mic, and it was quite charismatic, it was nice to look at. They had a camaraderie about them.
""I never heard them singing one of their own songs because they were just a straight covers band at that time, as was everybody else in Liverpool.
""The standard songs that they sang - them and the other bands in Liverpool - were [by] Chuck Berry, Little Richard, the Everly Brothers, Buddy Holly. The sound that I very clearly remember the Beatles playing in the Cavern was a Chuck Berry riff.
""As well as doing the stock standards, the Beatles were a bit different because they were better at playing complicated chords. The Beatles were a bit more adventurous.
""It wasn't just the music and the singing, it was their lack of respect for the audience. At the Cavern for those first few gigs, they were quite irreverent to the audience and other people. They were sort of the first punk band. The Beatles were a law unto themselves on the stage.
""They were still doing that when they went to America - if someone asked them a question they didn't give a serious answer, and that's how they behaved on stage in the Cavern, and that's why I think they liked it in the Cavern.
""They were the epitome of rebellion in Liverpool because they weren't trying to imitate Cliff Richard and the Shadows doing little in time steps. They would dance out of step on purpose.
""That was their purpose in life - to upset the apple cart. They were so cheeky and so entertaining all around. They were a little bit of a voice for us against authority. I think they were rebels. We were mini rebels supporting them.
""Of course when I went back to work I used to stand gazing out of the window thinking about the Beatles and the girls at the Cavern. I couldn't really concentrate on doing any work.
""Just in a few weeks they'd gained a bigger following. When word went around, the crowd grew and people kept coming back. Once you'd seen them, not many people didn't go to see them again.
""They had big long queues, right down the length of the street and even round the corner at the bottom. But at that stage I'd dumped them.
""They started talking about going to London and making records and things like that. Betrayal.
""I wasn't the only one. I think the ones who thought that they'd discovered them were a little clique and really did give up on them when the masses found them. It was only when I heard Love Me Do on the radio that I started getting interested in them again. My wife subsequently bought all the LPs but that first era of The Beatles was over for me.""
Alex McKechnie was speaking to BBC News entertainment reporter Ian Youngs.
The Cavern is celebrating the anniversary with a series of tribute events on Wednesday. A documentary about the first gig will be broadcast on ITV1 at 2240 GMT on Wednesday."
xsum,xsum_42,"Summarize this article:
About 47% of working South Africans earn less than the wage, which is being introduced to combat income poverty and inequality.
But critics say it could put more people out of work as employers might not be able to afford the higher wages.
The government says it will consult on the issue, but hopes to introduce a minimum wage within two years.
Announcing the rate, which was proposed by a panel of advisers, the country's deputy president Cyril Ramaphosa said: ""We are now a step closer to finalising discussions on the national minimum wage. All social partners will now decide what their take is.""
He said the panel was not endorsing the proposed figure as a living wage, but wanted to set a minimum payment for workers.
Wages are politically sensitive in the country, where the official unemployment rate is close to 25%.
One employment expert reckoned the figure was only about a quarter of the amount needed for the upkeep of a typical South African working-class household.
Prof Chris Malikane of the University of Witwatersrand told a Johannesburg radio station: ""You would need 12,000 rand to sustain a basic household.""
The African National Congress, South Africa's ruling party, supported the proposal calling it ""credible and clearly supported by clear evidence"".
However, the Economic Freedom Fighters, the country's third largest political party, said the plan ""favours business at the expense of workers"".
It called for a higher minimum wage of at least 4,500 rand.
South Africa faces a possible downgrade to sub-investment grade by credit ratings agencies next month, with concerns remaining over violent wage strikes.
Moody's currently rates South Africa two notches above subinvestment grade, with a negative outlook, while Fitch and S&P Global Ratings have it just a step above ""junk"".
However, Mr Ramaphosa said: ""We have made tremendous progress on the labour instability issues,"""
xsum,xsum_43,"Summarize this article:
Concern is mounting about the potential of a vicious power struggle in Addis Ababa, triggering a negative chain reaction across the region.
For many of Ethiopia's Horn allies, the death has come at an awkward moment, not least because a delicate political transition in Somalia is incomplete and under serious strain, and a stand-off between South Sudan and Sudan risks dragging the region into a new armed conflagration.
Mr Meles was a complex figure, hard to pigeon-hole, much less force into a one-dimensional portrait frame.
A mystique has over the years grown around his personality and politics, making the task to objectively assess his legacy difficult and highly fraught.
To use a Churchillian phrase, the man was a riddle and a mystery inside an enigma, and by extension so too the secretive state he presided over.
But he was the one African leader who was impossible to ignore.
The diminutive ex-guerilla leader was a towering figure whose austere, unsmiling and understated public persona often belied his great influence and charisma.
Since 1991 he has been the undisputed and pre-eminent key player in the Horn - a formidable strategist whose role remained indispensable in the regional efforts to resolve deadly conflicts and contain militant Islamism.
Domestically, his legacy is contested. To his ardent fans, he was a true revolutionary impelled by a great sense of mission to overturn the residual feudal and Stalinist structures of the ancient regime.
He was the outsider whose genius led to the overthrow of an entrenched and deeply loathed dictatorship.
His message of social justice and modernisation resonated with many in the homeland, especially the marginalised ""lowlanders"" in Oromia and Ogadenia.
His concept of revolutionary democracy and ethnic federalism promised to create a fairer and inclusive order.
Measured against these lofty and progressive ideals, his record has, at best, been patchy and rather uninspiring.
The much-vaunted ambitious economic modernisation and liberalisation programme has created a new middle class, attracted huge foreign investment, spawned massive infrastructure projects, spurred economic growth and generally transformed the skylines of the major cities such as Addis Ababa and Mekele.
But it has not tackled the deep structural and systemic problems and inefficiencies that have hampered real growth. The Stalinist land tenure system and the complex bureaucratic system are still intact, and the vast majority remain trapped in poverty.
The democratisation and political reform process, which Mr Meles himself termed ""work in progress"", has long stalled.
Since the disputed May 2005 polls, the regime has increasingly become intolerant and autocratic, using a raft of new legislation to stifle and criminalise dissent and lock up opponents.
Why West will miss Meles
Obituary: Meles Zenawi
Life in pictures: Ethiopia's Meles Zenawi
A plethora of old and new armed ethnic factions continue to wage low-level insurgencies in the periphery. The new policy of engagement and piecemeal peace pacts with a select few has so far only succeeded in managing the problem and buying the regime more time.
Feeling vulnerable and insecure, Mr Meles has in the last few years become a leader whose overriding domestic political manoeuvres and calculations are driven by one instinct: regime survival.
He orchestrated a discreet purge of the ruling Ethiopian People's Revolutionary Democratic Front (EPRDF) and the administration, demoting, sidelining or reassigning key potential rivals and opponents.
His death has certainly created a leadership vacuum at the top and with no clear figure groomed to succeed him, the battle for succession could prove destabilising.
That said, the prospect of a large-scale upheaval, as some fear, is highly unlikely, partly because the country has a powerful, highly disciplined and cohesive army and security apparatus.
The opposition can, in theory, capitalise on the disarray within the ruling party to advance its goals and press for an early poll, but that looks difficult given the narrow factionalism and disorganisation within its ranks, not to mention the fact most of the influential opposition figures are either in exile or locked up.
Mr Meles has continued to enjoy good press in the region and across much of Africa, even as his stature diminished domestically.
He is hugely admired and many seem prepared to overlook his personal frailties and forgive his leadership shortcomings for one simple reason: no other African leader has in recent times deployed such great intellectual energy and firepower and used his diplomatic talent and influence to articulate the continent's key priorities and demands at global forums.
He did put Africa on the map, and as a skilled and effective negotiator and spokesman he certainly forced leaders in the developed world to listen. But whether this feat alone qualifies him to join the pantheon of the continent's great visionaries, like Kwame Nkrumah and Nelson Mandela, remains debatable.
Not in contention though is the fact that the late prime minister - almost single-handedly - transformed Ethiopia from a deeply conflicted and war-wracked peripheral Horn of Africa state into a supremely self-assured African diplomatic and military powerhouse.
From the mid-1990s and up until 2005, Ethiopia was a key stop for high-level Western dignitaries visiting the continent, and Mr Meles the must-see African leader whose advice and counsel was sought.
Many embraced him as a reformer and an elite member of the so-called ""new breed"" of African leaders.
The Ethiopian leader cultivated the new friendship and used it to forge strategic partnerships to raise his country's profile and advance its geopolitical and strategic national interests.
He swiftly rebuilt and modernised the army, initially in a bid to achieve parity with Sudan and negotiate a detente from a position of strength, but subsequently to ""tame"" a belligerent Eritrea, with whom relations had began to dramatically deteriorate a few years after its independence in 1991.
The two countries have since fought two bloody and costly border wars beginning from 1998. A peace pact and a border arbitration treaty brokered by international mediators failed to end to conflict permanently, partly because Addis Ababa refused to fully abide by the terms of the accords and to return the tiny barren piece of land awarded to Eritrea.
Hostilities have continued to simmer ever since, and periodic flare-ups are common along the volatile border.
It is plausible the death of Mr Meles may - far from creating opportunities for dialogue - spur Eritrea into escalating the tension.
That would be a disastrous and risky gamble which Eritrea must be dissuaded from taking. It is unlikely this is a course of action that would help it secure its perceived legitimate rights, much less win it friends in the region and beyond.
In Somalia, Ethiopia's military presence in the past year has been instrumental in putting the pressure on the militant group al-Shabab. Thousands of Ethiopian troops now control a number of key strategic areas in south-central Somalia.
The death of Mr Meles has raised new anxieties among the regional allies with troops in Somalia.
There are growing fears a destabilising succession battle and power struggle in Addis could potentially complicate matters and jeopardise the whole mission. Kenyan Prime Minister Raila Odinga said as much in a recent radio interview.
Such fears are understandable, considering Ethiopia's history and political fragility.
However, there is hope too the country has achieved a level of maturity and that it has the institutional mechanisms and the structural resilience to weather the current storm and ensure a smooth transition that allows for policy continuity in Somalia."
xsum,xsum_44,"Summarize this article:
Only 50.5 overs were possible at the MCG, but Australia still got wickets at regular intervals with Jackson Bird taking two for 53.
Azhar's 110-ball half-century saw him pass 1,000 Test runs in 2016.
Australia lead the three-Test series 1-0, having beaten Pakistan by 39 runs in the opener at the Gabba.
Sami Aslam was undone by Nathan Lyon after making just nine and, after Azhar and Babar Azam batted through the remainder of the morning, Azam edged the last ball before lunch from Josh Hazlewood to give Steve Smith his second catch.
Misbah-ul-Haq scored 11 off 13 balls with a four and a six before being brilliantly caught at short leg by Nic Maddinson off Bird.
Bird bowled Younus Khan off an inside edge to end a third-wicket stand of 51.
The wicket came shortly before the scheduled tea break and the weather meant that interval came early and play never resumed."
xsum,xsum_45,"Summarize this article:
It was the first time the Single Transferable Vote (STV) system had been used to select two members in the same ward in a by-election.
The SNP topped the vote in the Leith Walk by-election, while Scottish Labour won the second seat from the Greens.
The by-election was called after Deidre Brock of the SNP and Maggie Chapman of the Scottish Greens stood down.
The SNP's John Lewis Ritchie topped the Leith Walk poll with 2,290 votes. He was elected at stage one in the STV process with a swing in first-preference votes of 7.6% from Labour.
Labour's Marion Donaldson received 1,623 votes, ahead of Susan Jane Rae of the Scottish Greens on 1,381.
Ms Donaldson was elected at stage 10 of the voting process after other preferences had been considered.
The by-election was called after Ms Brock stood down when she was elected as the SNP MP for Edinburgh North and Leith in May.
Ms Chapman, of the Scottish Greens, resigned from her post to concentrate on standing for the Scottish Parliament in next May's election.
The turnout for the by-election was 25.1%.
The SNP also held the Midlothian West seat on Midlothian Council with a swing of 6.3% from Labour.
The party's Kelly Parry secured 1,540 votes, ahead of Labour's Ian Miller on 945 votes.
The by-election was called after Owen Thompson was elected as SNP MP for the Midlothian constituency."
xsum,xsum_46,"Summarize this article:
Kremlin spokesman Dmitry Peskov said on Thursday that the Russian air force would continue its support of the Syrian armed forces.
He also urged Washington to deliver on a pledge to separate moderate Syrian opposition fighters from ""terrorists"".
US Secretary of State John Kerry warned the US was ""on the verge"" of suspending talks with Russia over Syria.
""It's irrational, in the context of the kind of bombing taking place, to be sitting there, trying to take things seriously,"" he told a conference in Washington.
""There is no notion or indication of seriousness of purpose with what is taking place right now.""
The Russian foreign ministry said a US refusal to co-operate would be a gift to ""terrorists"".
The US and Russia have been negotiating for months to try to secure a cessation of hostilities but the latest truce collapsed last week after only a few days and attacks on eastern Aleppo have since intensified.
The US warned on Wednesday it would end talks on military co-operation unless Moscow stopped the bombing.
The recent cessation deal was meant to lead to joint Russian-US air strikes on so-called Islamic State and Jabhat Fateh al-Sham (formerly known as al-Nusra Front).
However Russia has complained the US has not done enough to separate the more moderate rebel groups, which it backs, from Jabhat Fateh al-Sham. Many of these groups have formed a strategic alliance with the more powerful Jabhat Fateh al-Sham and fight alongside it.
Despite growing tensions between the two nations, Mr Peskov said Russia remains interested in pursuing talks with the US in an effort to resolve the crisis in Syria.
His comments echo a statement from Moscow, which insisted it would send diplomats to Geneva to discuss ways of normalising the situation with the US.
US Deputy Secretary of State Antony Blinken said on Thursday that national security agencies were reviewing all options to try to end the Syrian civil war.
He said President Barack Obama had asked ""all of the agencies to put forward options, some familiar, some new, that we are very actively reviewing"".
""When we are able to work through these in the days ahead we'll have an opportunity to come back and talk about them in detail,"" he said.
Meanwhile Turkey has said it will work with Russia on putting in place another ceasefire after the previous agreement collapsed.
Foreign Minister Mevlut Cavusoglu told reporters in Ankara ""we are more than ready"" but emphasised that nations have to try harder to find a political resolution in order for an agreement to be effective.
Aleppo has come under heavy aerial bombardment since the partial truce deal disintegrated a week ago.
Some 250,000 people are trapped in the east in appalling conditions, under siege from Russian-backed Syrian forces.
UN aid chief Stephen O'Brien has warned that Aleppo is facing an unprecedented humanitarian crisis.
Mr O'Brien, the under-secretary-general for humanitarian affairs, told the UN Security Council Aleppo had descended into a ""merciless abyss of humanitarian catastrophe unlike any we have witnessed in Syria"".
The US has accused Russia of taking part in strikes on civilian targets and possibly committing war crimes - charges Russia has strongly denied."
xsum,xsum_47,"Summarize this article:
Hooker Hughes, 20, featured for Llandovery during the 2015-16 season while 19-year-old flanker Evans has played for Scarlets' Under-18 side.
Both players have been included in Wales' squad for June's Junior World Championship.
Wales play Ireland, Georgia and New Zealand in Pool A in Manchester.
""They both enjoyed a very successful Six Nations campaign and will take confidence into the forthcoming World Championships,"" Scarlets general manager of rugby Jon Daniels said."
xsum,xsum_48,"Summarize this article:
Russia is fuming, in the words of BBC Moscow correspondent Steve Rosenberg, but US politicians have not minced their words either.
Here is a taster of what's being said and shared.
Tweet by Dmitry Medvedev, Russian prime minister
""Sad that the Obama administration, which started its life with a reset, ends it in anti-Russian death throes.""
""The outgoing American administration led by Barack Obama, while accusing Russia of all deadly sins, trying to accuse us, among other things, of the failure of its foreign policy initiatives, as you know, without grounds, has brought forward additional accusations that the Russian side - at state level - was interfering with the US electoral campaign, as a result of which the Democratic candidate lost. Yesterday the US administration, without presenting any facts, any evidence, announced a new wave of sanctions against Russia.""
Maria Zakharova, Russian foreign ministry spokeswoman, in a post on Facebook headlined 'Obama's Coming Out'
""The people who have lived eight years in the White House are not an administration but a group of vindictive, unimaginative, foreign policy failures. Today [US President Barack] Obama admitted this officially.
""Most surprising of all is that after failing to record any achievements in the international arena in the history of his presidency, the Nobel laureate has managed to sign off not with a flourish, but a blot...
""Today America, the American people, has been humiliated by its own president. Not by international terrorists, not by enemy troops. This time it's Washington's chief delivering the slap in the face, ramping up the workload for the incoming team...""
Zakharova says Jews backed Trump
""Such actions of the administration in Washington are the demonstration, unfortunately, of an unpredictable, even aggressive, I can say, foreign policy. We think that such decisions of the acting administration, which is supposed to be in office for three more weeks, pursue two aims: finally (irrevocably?) spoiling US-Russian relations and, obviously, having an impact on the foreign policy of the future administration of the president-elect [Donald Trump].""
""What these individuals were doing were basically collecting intelligence. They were intelligence officers operating here and using these compounds, one in New York, one in Maryland, for intelligence collection purposes. And what we are saying today is, in response to and in order to impose consequences for the Russian government's increasing harassment and aggression toward our personnel in Moscow, and, of course, their malicious cyber-activities, interfering and an effort to interfere in our election process, we are imposing consequences.""
""They [the Russians] are trying to destabilize democracy all over the world, not just here. It's just not about pulling for Trump, it's bigger than that. They're trying to break the backs of democracies.
""Here's what we should do. We should tell the Russians that on no uncertain terms, you interfere in our elections, we don't care why, we're going to hit you and hit you hard. I'm going to introduce sanctions, they will be bipartisan that names Putin as an individual, his inner circle, for not only hacking into our political systems but trying to destabilize democracy throughout the world.""
""We need to get to the bottom of this. We need to find out exactly what was done and what the implications of the attacks were, especially if they had an effect on our election.
""There's no doubt they were interfering and no doubt it was a cyber-attack. The question now is how much and what damage and what should the United States of America do? And so far, we've been totally paralyzed.""
""Russia does not share America's interests. In fact, it has consistently sought to undermine them, sowing dangerous instability around the world. While today's action by the administration is overdue, it is an appropriate way to end eight years of failed policy with Russia. And it serves as a prime example of this administration's ineffective foreign policy that has left America weaker in the eyes of the world."""
xsum,xsum_49,"Summarize this article:
Instead of fees rising to £9,250 per year in the autumn, Jeremy Corbyn is proposing a complete handbrake turn in saying that university tuition should not cost students anything.
It's a bolder step than Labour's previous leader, who two years ago opted for a halfway house of cutting fees to £6,000 - and then was accused of pleasing no-one.
This is Labour going for an all-or-nothing approach - asserting free education as a fundamental principle - and creating the starkest choice in university policy for two decades.
It's a direct appeal to younger voters - with surveys suggesting that students are more likely to vote Labour.
It makes the pitch that no-one should be deterred from university because of the cost or fear of debt.
Labour has costed the removal of fees - and the reintroduction of maintenance grants - as being worth £11.2bn per year.
And this is only England - because education funding is a devolved matter. There are no fees for Scottish students in Scotland and the Institute for Fiscal Studies says scrapping the lower fees charged in Northern Ireland and Wales would cost a further £500m per year.
This would be covered by the £48.6bn that Labour's manifesto says will be raised by tax changes - along with the party's other spending commitments.
But there are lower estimates.
Labour's figure is based on replacing the fees currently paid by students.
But the IFS and London Economics say the cost to the Treasury could be lower, when written off loans are taken into account, with forecasts around £7.5bn to £8bn.
Labour's big move on fees represents a complete of direction. Previously in government, Labour raised fees and in opposition proposed a modest reduction.
But they are now proposing to bulldoze the apparatus of fees, loans and repayments.
The most recent figures show £76bn is owed in student loans in England - with this level of student debt having almost doubled in four years.
From this autumn, fees will begin increasing every year with inflation and will soon glide past the £10,000 mark, with interest charges also rising to 6.1%.
And the Conservative government, before the election, had announced plans to sell off student debt to private investors.
Under Labour's plans, this whole push towards marketisation would be ditched - and universities would return to being directly funded by government.
But is there any evidence that getting rid of fees would help more young people into university, including the disadvantaged?
Universities are worried that such a switch to direct funding, dependent on government finances, would put a limit on places and a brake on expansion.
One of the quiet revolutions of recent years has been the complete removal of limits on student numbers - with universities able to recruit as many students as they can accommodate - and opening the door to rising numbers of graduates.
The argument for fees has always been that they provide the funding to allow more young people to go to university - and that a much smaller proportion went to university when there were no fees.
This year has seen a fall of 5% in university applications from UK students - and it follows a pattern of dips when fees are increased.
But the long-term trend has been relentlessly upwards, with a huge growth in demand for university places. It remains a powerful symbol of family aspiration.
Although wealthy families remain much more likely to send their children to university - entry rates have risen across all social classes, including the poorest.
Do students get value for money from tuition fees? Is this an investment that is repaid in better job prospects?
Department for Education figures published last month showed that graduates remained more likely to be in a job than non-graduates and on average earned £10,000 per year more.
Among younger people, this graduate advantage is less, at £6,000 per year.
But the figures also showed that, despite rises in fees, graduate salaries have stagnated over the past decade.
Labour's plan sends a strong political signal to young voters.
A survey from the Higher Education Policy Institute, taken before the manifesto publication, suggested that Labour is now more popular among students than it was in any of the three previous general elections.
The survey found Labour significantly ahead in the student vote.
The Liberal Democrats, once the most popular party for students, are trailing in third behind the Conservatives.
Is this still the cloud of tuition fees hanging over the Lib Dems from their U-turn during the coalition government?
Could they really entirely scrap fees?
There will be plenty of scrutiny over funding Labour's plans. But there is nothing unprecedented or outlandish about getting rid of fees.
Germany has phased out tuition fees - and universities in the Netherlands and Scandinavia try to recruit students from England with the offer of low or no fees.
French undergraduates can study for low fees.
In the United States, New York state is introducing free fees for students from families earning up to about £100,000 per year, offering a handout to the squeezed middle classes.
There are now leading universities in the US which have lower tuition fees than in England. The University of Washington charges less than the University of Wolverhampton.
And the most immediate example of getting rid of fees has been in Scotland.
For England's voters, Labour's undiluted policy on tuition fees - proposing their complete abolition - offers the sharpest divide in the road for decades."
